BoroName,BoroCode,BoroCD,CounDist,AssemDist,StSenDist,CongDist,StopName,Corner,BusStopID,Routes,Direction,Notes,Elected Official,WO #,Wireless Communication,Release Date,RTPI Complete,Latitude,Longitude,NTAName,FEMAFldz,FEMAFldT,HrcEvac,Location
Queens,4,402,26,30,12,6,"ROOSEVELT AV 
& 61 ST
(SE Corner)
503306",,503306,Q32,Northbound,"Transfer from Woodside LIRR, 7 train. East on Roosevelt Av to Jackson Heights",Van Bramer (Qn),E275,AT&T,05/14/2018,08/17/2018,40.745562,-73.903548,Woodside,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.903548 40.745562)
Queens,4,403,25,39,13,6,"82 ST & 37 AV
(NW Corner)
503577",,503577,"Q32, Q33",Southbound,Heart of Jackson Heights. West to Midtown Manhattan,Moya (Qn),E288,AT&T,05/29/2018,09/26/2018,40.749837,-73.884432,Jackson Heights,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.884432 40.749837)
Queens,4,401,22,36,59,14,31 ST & BROADWAY,SE,552107,Q102,NB,,Constantinedes (Qn),E100,AT&T,02/21/2020,01/07/2021,40.761803,-73.925433,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.925433 40.761803)
Brooklyn,3,302,33,52,26,10,ATLANTIC AV & HOYT ST,SE,305408,"B63, B65",EB,,Levin (Bk),E185,AT&T,01/22/2021,06/09/2021,40.687563,-73.986727,Downtown Brooklyn-DUMBO-Boerum Hill,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.986727 40.687563)
Brooklyn,3,313,47,45,23,8,"86 ST & W 8 ST
(SW Corner)
300110",,300110,"B1, B4",Southbound / Eastbound,"Transfer from 86 St N station, southeast on 86th St into Coney Island and Brighton Beach",Savino (K),E174,NYCWiN,,,40.592785,-73.978889,Gravesend (South),X,AREA OF MINIMAL FLOOD HAZARD,2,POINT (-73.978889 40.592785)
Brooklyn,3,313,47,46,23,8,Neptune Av & W 33 St,NW,302791,"B36, B74",SB,,Treyger (Bk),E147,AT&T,10/22/2020,04/08/2021,40.577395,-74.000262,Coney Island-Sea Gate,AE,,1,POINT (-74.000262 40.577395)
Brooklyn,3,305,37,54,18,7,"ATLANTIC AV 
& CRESCENT ST
(NW Corner)
302170",,302170,Q24,Westbound,Bushwick,Espinal (Bk),E314,AT&T,07/20/2018,02/08/2019,40.681721,-73.871923,Cypress Hills,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.871923 40.681721)
Brooklyn,3,306,38,51,26,10,VAN BRUNT ST & DIKEMAN ST,NE,305096,B61,NB,,Menchaca (Bk),E042,AT&T,11/08/2019,08/14/2020,40.676988,-74.013231,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1,POINT (-74.013231 40.676988)
Manhattan,1,104,3,75,47,12,10 AV & W 23 ST,NE,403802,M11,NB,Route info at stop listed as scheduled layover,Johnson (Mn),E003,AT&T,08/23/2019,06/24/2021,40.747927,-74.003847,Chelsea-Hudson Yards,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,POINT (-74.003847 40.747927)
Manhattan,1,108,4,73,28,12,"MADISON AV 
& E 91 ST                                                             400038",,400038,"M4, M3, M2, M1",Northbound,-,Garodnick (M),E243,AT&T,,,40.78436,-73.956137,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.956137 40.78436)
Staten Island,5,501,49,63,23,11,BAY ST/VIRGINIA AV                       202801,,202801,S51,Northbound,-,Savino (SI),E227,NYCWiN,,,40.615865,-74.067359,Rosebank-Shore Acres-Park Hill,X,AREA OF MINIMAL FLOOD HAZARD,6,POINT (-74.067359 40.615865)
Brooklyn,3,314,44,48,22,9,"AV J & E 18 ST
(NW Corner)
307479",,307479,"B11, B6",Westbound,West on Av J to Sunset Park or Bensonhurst,Yeger (Bk),E399,AT&T,10/24/2018,01/11/2019,40.625517,-73.958932,Midwood,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.958932 40.625517)
Queens,4,401,22,36,59,14,BROADWAY & 21 ST (SE Corner)                552169,,552169,Q104,Eastbound,"Transfer from 21 St buses Q69, Q100, east toward Woodside & Sunnyside",Constantinides (Q),E15,NYCWiN,,,40.765089,-73.931595,Queensbridge-Ravenswood-Dutch Kills,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4,POINT (-73.931595 40.765089)
Staten Island,5,502,50,64,23,11,"HYLAN BL & 
KRAMER ST
(SW Corner)
200662",,200662,"S78, S53",Northbound,St George,Oddo (SI),E369,AT&T,09/26/2018,12/14/2018,40.598016,-74.076208,Grasmere-Arrochar-South Beach-Dongan Hills,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.076208 40.598016)
Queens,4,403,22,35,13,14,80 ST & ASTORIA BL,SW,551595,Q47,SB,,Constantinedes (Qn),E117,AT&T,03/07/2020,03/22/2021,40.765178,-73.889116,Jackson Heights,X,AREA OF MINIMAL FLOOD HAZARD,6,POINT (-73.889116 40.765178)
Staten Island,5,501,49,61,23,11,"RICHMOND TER & STUYVESANT PL
(NE Corner)
200051",,200051,"S44, S40",Westbound,Staten Island Mall,Oddo (SI),E412,AT&T,11/08/2018,01/30/2019,40.646355,-74.07844,St. George-New Brighton,X,AREA OF MINIMAL FLOOD HAZARD,2,POINT (-74.07844 40.646355)
Queens,4,401,22,36,11,14,21 ST & 21 AV,SW,553229,Q100,SB,,Constantinedes (Qn),E099,AT&T,02/21/2020,01/14/2021,40.782262,-73.914779,Astoria (North)-Ditmars-Steinway,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.914779 40.782262)
Brooklyn,3,306,39,52,20,10,7 AV & STERLING PL,SW,305671,"B67, B69",SB,,Lander (Bk),E077,AT&T,01/23/2020,08/26/2020,40.676845,-73.973898,Park Slope,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.973898 40.676845)
Manhattan,1,103,1,65,27,10,MADISON ST &JEFFERSON ST,,402108,M22,Westbound,West on Madison Street to Battery Park City,Chin (M),E219,AT&T,,,40.712807,-73.988886,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,5,POINT (-73.988886 40.712807)
Staten Island,5,501,49,61,23,11,"CANAL ST & TAPPEN PARK
(SW Corner)
202788",,202788,"S78, S74, S52",Northbound,North on Van Duzer St or Bay St or Beach St toward St. George,Rose (SI),E53,NYCWiN,,,40.626381,-74.078046,Tompkinsville-Stapleton-Clifton-Fox Hills,X,AREA OF MINIMAL FLOOD HAZARD,4,POINT (-74.078046 40.626381)
Manhattan,1,107,6,69,47,12,"AMSTERDAM AV 
& W 86 ST
(NE Corner)
401027",,401027,"M11, M7",Northbound,Transfer from M86 SBS. North on Amsterdam Av to Harlem,Rosenthal (Mn),E301,AT&T,06/20/2018,11/15/2018,40.787953,-73.974696,Upper West Side (Central),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.974696 40.787953)
Brooklyn,3,311,47,47,17,11,86 ST/18 AV                                           300099,,300099,B1,"Eastbound /
Southbound",Transfer from B8 bus. East on 86th St and south towards Manhattan Beach,Treyger (K),E148,NYCWiN,,,40.606983,-74.002384,Bensonhurst,X,AREA OF MINIMAL FLOOD HAZARD,6,POINT (-74.002384 40.606983)
Manhattan,1,103,1,65,27,10,"E BROADWAY &
PIKE ST
(S side)
401169",,401169,M9,Eastbound,Northeast to Stuyvesant Town/Kips Bay,Chin (M),E149,NYCWiN,,,40.713808,-73.99265,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,6,POINT (-73.99265 40.713808)
Manhattan,1,105,4,75,28,12,"W 57 ST & 6 AV
(SE Corner)
403621",,403621,"M31, M57, X12, X14, X30",Southbound,"East on 57th for M57, north on York Av for M31, and south on 5th for Staten Island-bound express buses",Garodnick (M),E6,NYCWiN,,,40.764061,-73.976728,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.976728 40.764061)
Brooklyn,3,312,39,44,20,9,CHURCH AV & E 7 ST,NW,302766,"B35, B103 LTD, BM3, BM4",WB,,Lander (Bk),E073,AT&T,01/16/2020,01/29/2021,40.645396,-73.973514,Kensington,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.973514 40.645396)
Staten Island,5,502,50,63,24,11,VICTORY BL & MORANI ST                  201950,,201950,"S62, S92 LTD, X11, X9",Eastbound,"Near Willowbrook Park, east on Victory Blvd to St. George or Manhattan",Matteo (SI),E170,AT&T,,,40.608078,-74.156841,New Springville-Willowbrook-Bulls Head-Travis,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.156841 40.608078)
Staten Island,5,501,49,63,24,11,"NARROWS RD N 
& RICHMOND RD
200708",,200708,"X14, X10, S93 LTD, S53",Southbound,combine X buses as drop-off only,Rose (SI),E111,NYCWiN,,,40.609731,-74.090733,West New Brighton-Silver Lake-Grymes Hill,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.090733 40.609731)
Staten Island,5,501,49,63,23,11,"HYLAN BL 
& DONLEY AV
201053",,201053,S78,Northbound,--,Oddo (SI),E108,NYCWiN,,,40.607606,-74.07621,Rosebank-Shore Acres-Park Hill,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.07621 40.607606)
Brooklyn,3,306,39,44,26,10,5 AV & 7 ST,NE,308206,B63,NB,,Lander (Bk),E088,AT&T,02/04/2020,09/18/2020,40.67057,-73.985025,Park Slope,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.985025 40.67057)
Brooklyn,3,316,37,55,25,8,"BROADWAY &
ROCKAWAY AV
(SE Corner)
302019",,302019,"Q24, B20",Eastbound,Jamaica,Espinal (Bk),E323,AT&T,08/03/2018,12/07/2018,40.683212,-73.91117,Ocean Hill,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.91117 40.683212)
Brooklyn,3,307,38,51,26,10,5 AV & 50 ST,NE,305358,B63,NB,,Menchaca (Bk),E018,AT&T,09/17/2019,10/22/2020,40.645297,-74.010014,Sunset Park (Central),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.010014 40.645297)
Staten Island,5,501,49,63,23,11,"TOMPKINS AV & CHESTNUT AV
(SE Corner)
203116",,203116,"S78, S52",Northbound,St George,Oddo (SI),E365,AT&T,09/26/2018,03/06/2019,40.615339,-74.073349,Rosebank-Shore Acres-Park Hill,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.073349 40.615339)
Brooklyn,3,313,48,46,23,8,"OCEAN PKY 
& WEST AV
(SE Corner)
300019",,300019,"B36, B4, B1",Northbound,"North on Ocean Pkwy & west on B1, B4 or east on B36. Near Trump Village towers and Abraham Lincoln HS",Savino (K),E175,NYCWiN + CSF,,,40.581414,-73.967253,Brighton Beach,AE,,1,POINT (-73.967253 40.581414)
Staten Island,5,501,49,61,23,11,"RICHMOND TER 
& PARK AV
(NW Corner)
200072",,200072,"S90 LTD, S40",Westbound,Howland Hook,Oddo (SI),E413,AT&T,11/05/2018,01/30/2019,40.640318,-74.130766,Port Richmond,X,AREA OF MINIMAL FLOOD HAZARD,1,POINT (-74.130766 40.640318)
Manhattan,1,106,5,73,28,12,"E 57 ST & 1 AV
(SE Corner)
402217",,402217,M31,Eastbound / Northbound,"East on 57th St & north on 
York Av",Kallos (M),E61,NYCWiN,,,40.758095,-73.962478,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.962478 40.758095)
Bronx,2,208,11,81,31,13,"W 231st St & BROADWAY
(NW Corner)
100065",,100065,"Bx1, Bx1 LTD",Northbound,"Transfers to/from the 1 train at 231st St, northwest to Riverdale.",Cohen (Bx),E278,AT&T,05/17/2018,08/16/2018,40.879254,-73.9054,Kingsbridge-Marble Hill,X,AREA OF MINIMAL FLOOD HAZARD,5,POINT (-73.9054 40.879254)
Bronx,2,207,11,80,33,15,"E MOSHOLU PKY S 
& JEROME AV
(NW Corner)
100054",,100054,"Bx28, Bx2, Bx1 LTD, Bx1",Westbound,Near Tracy Towers. Transfer from Moshulu Pkwy 4 train. West to Kingsbridge,Cohen (Bx),E280,AT&T,05/17/2018,08/15/2018,40.879494,-73.8856,Norwood,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.8856 40.879494)
Staten Island,5,501,49,61,23,11,"CASTLETON AV & CLOVE RD
(SE Corner)
203032",,203032,"S96 LTD, S53, S46",Eastbound,East on Castleton Av toward St. George or Bay Ridge,Oddo (SI),E101,AT&T,,,40.633841,-74.125398,Port Richmond,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.125398 40.633841)
Staten Island,5,502,50,64,23,11,"MC CLEAN AV 
& SAND LA
(SE Corner)
200128",,200128,S53,Eastbound,Bay Ridge,Oddo (SI),E358,AT&T,09/21/2018,12/14/2018,40.596787,-74.070098,Grasmere-Arrochar-South Beach-Dongan Hills,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.070098 40.596787)
Bronx,2,205,14,77,33,15,"E BURNSIDE AV 
& JEROME AV 102547",,102547,"Bx40, Bx42",Eastbound,"Transfer from Burnside Av 4 Subway, east on Burnside Av",Cabrera (X),E39,NYCWiN,,,40.853609,-73.906964,Mount Hope,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.906964 40.853609)
Brooklyn,3,306,39,44,26,10,"5 AV & 7 ST                   (SW Corner)
308217",,308217,B63,Southbound,South on 5th Av through Park Slope and Sunset Park into Bay Ridge,Lander (K),E29,NYCWiN,,,40.67017,-73.985584,Park Slope,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.985584 40.67017)
Staten Island,5,501,49,63,24,11,"CLOVE RD & 
FOOTE AV
(SW Corner)
202787",,202787,"S66, S53",Eastbound,St George,Oddo (SI),E420,AT&T,11/15/2018,04/10/2019,40.613358,-74.100531,Westerleigh-Castleton Corners,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.100531 40.613358)
Brooklyn,3,302,33,52,26,10,LIVINGSTON ST & SMITH ST,SE,303290,"B45, B67, B103 LTD",SB,,Levin (Bk),E180,AT&T,01/14/2021,06/09/2021,40.69022,-73.987469,Downtown Brooklyn-DUMBO-Boerum Hill,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.987469 40.69022)
Manhattan,1,107,6,69,47,12,"COLUMBUS AV 
& W 89 ST
(SW Corner)
401092",,401092,"M11, M7",Southbound,South on Columbus Av to West Village,Rosenthal (Mn),E319,AT&T,07/05/2018,01/11/2019,40.788158,-73.971085,Upper West Side (Central),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.971085 40.788158)
Manhattan,1,102,3,66,27,10,HUDSON ST @ BARROW ST,SE,404133,M20,NB,,Johnson (Mn),E123,AT&T,03/11/2020,08/10/2021,40.731571,-74.006534,West Village,X,AREA OF MINIMAL FLOOD HAZARD,4,POINT (-74.006534 40.731571)
Manhattan,1,108,4,76,28,12,3 AV & E 77 ST 402692,,402692,"M103, M102, M101",Northbound,--,Garodnick (M),E249,AT&T,,,40.773208,-73.95799,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.95799 40.773208)
Staten Island,5,502,50,63,24,11,"RICHMOND AV 
& ROCKLAND AV
200395",,200395,"S44, S94, X17",Northbound,move routes to the other pole,Matteo (SI),E218,NYCWiN,,,40.595642,-74.161776,New Springville-Willowbrook-Bulls Head-Travis,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.161776 40.595642)
Queens,4,401,22,36,59,14,BROADWAY & 31 ST,SE,552177,Q104,EB,,Constantinedes (Qn),E101,AT&T,02/21/2020,03/01/2021,40.761829,-73.925206,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.925206 40.761829)
Queens,4,410,32,24,15,5,LIBERTY AV & 104 ST,SE,552378,Q112,EB,,Ulrich (Qn),E141,AT&T,10/08/2020,04/27/2021,40.682029,-73.836716,South Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.836716 40.682029)
Brooklyn,3,317,40,42,21,9,CHURCH AV & NOSTRAND AV,SE,307792,B35,EB,,Eugene (Bk),E048,AT&T,11/08/2019,07/23/2020,40.650764,-73.949277,East Flatbush-Erasmus,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.949277 40.650764)
Manhattan,1,108,5,68,29,12,"2 AV & E 94 ST
(SW Corner)
403342",,403342,M15,Southbound,South on 2nd Av to South Ferry,Kallos (M),E57,NYCWiN,,,40.782675,-73.948302,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,5,POINT (-73.948302 40.782675)
Brooklyn,3,312,44,48,22,9,"18 AV & 
MCDONALD AV
(NW Corner)
300889",,300889,B8,Westbound,Transfer from 18 Av F train. Southwest to Bay Ridge.,Yeger (Bk),E326,AT&T,08/14/2018,11/14/2018,40.630641,-73.977573,Borough Park,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.977573 40.630641)
Brooklyn,3,306,39,52,26,10,ATLANTIC AV & HENRY ST,NW,305110,"B61, B63",SB,,Lander (Bk),E082,AT&T,01/27/2020,11/06/2020,40.690701,-73.996401,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.996401 40.690701)
Queens,4,413,27,33,14,5,Murdock Ave and Springfield Blvd,SE,500315,Q83,NB,,Miller (Qn),E068,AT&T,01/02/2020,08/06/2020,40.703532,-73.740957,Queens Village,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.740957 40.703532)
Manhattan,1,112,10,72,31,13,BROADWAY & W 192 ST,SW,402543,"Bx7, M100",SB,,Rodriguez (Mn),E158,AT&T,11/12/2020,06/21/2021,40.856963,-73.932382,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.932382 40.856963)
Staten Island,5,501,50,61,24,11,"FOREST AV & IFO STAPLES
(S Side)
201493",,201493,S48,Eastbound,St George,Oddo (SI),E416,AT&T,11/08/2018,04/30/2019,40.62426,-74.139166,Westerleigh-Castleton Corners,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.139166 40.62426)
Queens,4,401,22,36,59,14,30 AV & 21 ST,SE,550522,"Q18, Q102",SB,,Constantinedes (Qn),E091,AT&T,02/05/2020,12/03/2020,40.769704,-73.927436,Old Astoria-Hallets Point,X,AREA OF MINIMAL FLOOD HAZARD,3,POINT (-73.927436 40.769704)
Brooklyn,3,306,39,44,20,10,"7 AV & 9 ST
(SW Corner)
305677",,305677,"B69, B67",Southbound,Transfer from 7 Av F and G subway station to areas south through Park Slope into Kensington,Lander (K),E30,NYCWiN,,,40.666648,-73.981897,Park Slope,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.981897 40.666648)
Manhattan,1,105,4,75,28,12,"W 42 ST & 5 AV
(NW Corner)
403257",,403257,M42,Westbound,"Adjacent to Bryant Park, west on 42nd Street",Garodnick (M),E67,NYCWiN,,,40.75357,-73.98098,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.98098 40.75357)
Staten Island,5,503,51,62,24,11,"BLOOMINGDALE RD & ENGLEWOOD AV
(SE Corner)
203919",,203919,"X22, X17, S55",Northbound,North to Arthur Kill Rd & midtown Manhattan,Oddo (SI),E47,NYCWiN,,,40.531413,-74.217676,Annadale-Huguenot-Prince's Bay-Woodrow,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.217676 40.531413)
Queens,4,410,32,23,15,5,"CROSS BAY BL & 
SUTTER AV
(SE Corner)
550430",,550430,"Q41, Q21, Q11",Northbound,North on Cross Bay to Queens Center Mall or east toward downtown Jamaica,Ulrich (Q),E24,NYCWiN,,,40.676648,-73.843509,Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.843509 40.676648)
Staten Island,5,502,50,64,23,11,"RICHMOND RD 
& HUNTON ST
201604",,201604,"X15, S76, S74",Northbound,--,Matteo (SI),E103,NYCWiN,,,40.598413,-74.0919,Grasmere-Arrochar-South Beach-Dongan Hills,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.0919 40.598413)
Manhattan,1,105,2,74,28,12,"MADISON AV 
& E 30 ST",,400352,"M3, M2, M1",Northbound,--,Garodnick (M),E139,AT&T,,,40.74551,-73.984493,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.984493 40.74551)
Manhattan,1,108,4,73,28,12,"MADISON AV 
& E 67 ST
400028",,400028,"M1 LTD, M3,  M4 (LTD)",Eastbound,"North to Harlem, Washington Heights, & GW Bridge Bus Terminal. Move M3 to other pole.",Garodnick (M),E164,AT&T,,,40.768812,-73.967483,Upper East Side-Carnegie Hill,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.967483 40.768812)
Staten Island,5,501,49,61,23,11,"BEMENT AV & HENDERSON AV
(SE Corner)
200847",,200847,"S94 LTD, S44",Eastbound,East on Henderson Avenue to St. George,Rose (SI),E80,NYCWiN,,,40.637398,-74.1127,West New Brighton-Silver Lake-Grymes Hill,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.1127 40.637398)
Brooklyn,3,305,37,54,19,7,"ATLANTIC AV 
& HENDRIX ST
(NW Corner)
302179",,302179,Q24,Westbound,Bushwick,Espinal (Bk),E400,AT&T,10/24/2018,02/01/2019,40.676651,-73.890777,East New York (North),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.890777 40.676651)
Queens,4,401,22,36,59,14,30 AV & 33 ST,SE,550529,Q18,EB,,Constantinedes (Qn),E112,AT&T,03/07/2020,01/28/2021,40.766032,-73.919706,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.919706 40.766032)
Queens,4,413,31,29,14,5,MERRICK BL & 230 ST,NW,500579,Q5,WB,,Richards (Qn),E174,AT&T,12/30/2020,06/02/2021,40.676343,-73.740813,Laurelton,X,AREA OF MINIMAL FLOOD HAZARD,6,POINT (-73.740813 40.676343)
Brooklyn,3,307,38,49,17,10,60 ST & 7 AV,SE,307166,B9,EB,,Menchaca (Bk),E035,AT&T,10/22/2019,02/24/2020,40.636607,-74.01154,Sunset Park (Central),X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.01154 40.636607)
Manhattan,1,108,5,76,28,12,"E 72 ST & 1 AV
(NW Corner)
402298",,402298,M72,Westbound,"Near Sloan Hospital & Cornell Medical Center. Transfer from northbound M15, west on 72nd St",Kallos (M),E56,NYCWiN,,,40.768049,-73.956372,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.956372 40.768049)
Manhattan,1,108,5,76,28,12,1 AV/E 82 ST 405100,,405100,M15,Northbound,North on 1st Av to East Harlem,Kallos (M),E184,NYCWiN,,,40.774585,-73.950985,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.950985 40.774585)
Queens,4,403,21,35,13,14,"NORTHERN BL 
& 108 ST
(SE Corner)
551893",,551893,Q66,Eastbound,East on Northern Boulevard to DT Flushing,Moya (Qn),E289,AT&T,06/08/2018,09/26/2018,40.757776,-73.860512,North Corona,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.860512 40.757776)
Queens,4,403,21,34,13,14,103 ST & ROOSEVELT AV(NE Corner)                                      550927,,550927,Q23,Northbound,Transfer from 103 St-Corona Plaza 7. North to East Elmhurst,Katz (Qn),E251,AT&T,04/11/2018,08/17/2018,40.750232,-73.8628,North Corona,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.8628 40.750232)
Staten Island,5,501,49,61,23,11,"BAY ST & WATER ST
(SW Corner)
200184",,200184,"S81 LTD, S76, S51",Southbound,Grant City,Oddo (SI),E397,AT&T,10/19/2018,12/24/2018,40.626764,-74.075789,Tompkinsville-Stapleton-Clifton-Fox Hills,AE,,2,POINT (-74.075789 40.626764)
Bronx,2,208,14,81,31,13,W 231 ST & BAILEY AV,SW,100085,"Bx1, Bx2, Bx10",SB,,Cabrera (Bx),E153,AT&T,10/30/2020,06/08/2021,40.878029,-73.902633,Kingsbridge Heights-Van Cortlandt Village,X,AREA OF MINIMAL FLOOD HAZARD,6,POINT (-73.902633 40.878029)
Staten Island,5,501,49,61,23,11,"CASTLETON AV 
& BEMENT AV
(NE Corner)
200308",,200308,S46,Westbound,West Shore Plaza,Oddo (SI),E406,AT&T,11/05/2018,01/30/2019,40.634794,-74.111842,West New Brighton-Silver Lake-Grymes Hill,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.111842 40.634794)
Bronx,2,207,15,78,33,13,"E KINGSBRIDGE RD & G CONCOURSE
(NE Corner)
102968",,102968,"Bx9, Bx28, Bx22",Westbound,"Transfer from Kingsbridge Rd B, D Subway and Bx1/Bx2 Grand Concourse buses, west on Kingsbridge Rd.",Cabrera (X),E35,NYCWiN,,,40.866058,-73.894031,Bedford Park,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.894031 40.866058)
Queens,4,410,32,23,10,5,155 AV & 84 ST,SE,550491,"Q21, Q41",EB,,Ulrich (Qn),E140,AT&T,10/09/2020,04/27/2021,40.664506,-73.849797,Howard Beach-Lindenwood,X,AREA OF MINIMAL FLOOD HAZARD,3,POINT (-73.849797 40.664506)
Manhattan,1,107,3,75,47,12,BROADWAY & W 61 ST,SE,401016,"M5, M7, M104",NB,,Johnson (Mn),E015,AT&T,09/17/2019,12/23/2020,40.769517,-73.981883,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.981883 40.769517)
Manhattan,1,105,4,73,28,12,"LEXINGTON AV 
& E 45 ST                                                              402843",,402842,"M103, M102, M101",Southbound,,Garodnick (M),E241,AT&T,,,40.754142,-73.974132,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-73.974132 40.754142)
Staten Island,5,501,49,61,23,11,"CASTLETON AV & BROADWAY
(NW Corner)
200310",,200310,"S96 LTD, S46",Westbound,West Shore Plaza,Oddo (SI),E368,AT&T,09/26/2018,01/09/2019,40.634584,-74.117749,West New Brighton-Silver Lake-Grymes Hill,X,AREA OF MINIMAL FLOOD HAZARD,6,POINT (-74.117749 40.634584)
Brooklyn,3,315,48,45,23,8,E 14 ST/SHEEPSHEAD BAY RD                       300335,,300335,"B49, B4",Northbound,"Transfer from B, Q train. East to Knapp Street or north along Ocean Av to Bed-Stuy",Savino (K),E211,AT&T,,,40.587519,-73.955125,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1,POINT (-73.955125 40.587519)
Queens,4,412,31,32,10,5,ROCKAWAY BL & N CONDUIT AV,NE,550008,Q6,NB,,Richards (Qn),E166,AT&T,12/21/2020,05/13/2021,40.667706,-73.780563,Springfield Gardens (North)-Rochdale Village,X,AREA OF MINIMAL FLOOD HAZARD,4,POINT (-73.780563 40.667706)
Staten Island,5,501,49,61,23,11,TARGEE ST/SOBEL CT                              201613,,201613,"S76, S74",Northbound,--,Savino (SI),E193,AT&T,,,40.613883,-74.084703,Rosebank-Shore Acres-Park Hill,X,AREA OF MINIMAL FLOOD HAZARD,,POINT (-74.084703 40.613883)
Queens,4,413,31,29,14,5,SPRINGFIELD BL & 141 RD,NE,500689,"Q77, Q85",WB,,Richards (Qn),E173,AT&T,12/30/2020,06/30/2021,40.670818,-73.756361,Laurelton,X,AREA OF MINIMAL FLOOD HAZARD,5,POINT (-73.756361 40.670818)
